Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","913.9","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","717.3","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","674.5","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2013","2013","7021","Annual value","USD","906.8","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2014","2014","7021","Annual value","USD","951.3","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2015","2015","7021","Annual value","USD","779.6","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","766.6","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","1014.5","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","1010.2","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","515","Apples","2019","2019","7021","Annual value","USD","1012.3","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","1993","1993","7021","Annual value","USD","224.7","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","1994","1994","7021","Annual value","USD","222.3","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","1995","1995","7021","Annual value","USD","332.6","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","1996","1996","7021","Annual value","USD","434.1","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","1997","1997","7021","Annual value","USD","265.3","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","1998","1998","7021","Annual value","USD","241.1","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","1999","1999","7021","Annual value","USD","237.8","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2000","2000","7021","Annual value","USD","181.5","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2001","2001","7021","Annual value","USD","222.7","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2002","2002","7021","Annual value","USD","249","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2003","2003","7021","Annual value","USD","291.6","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2004","2004","7021","Annual value","USD","325.8","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2005","2005","7021","Annual value","USD","325.2","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2006","2006","7021","Annual value","USD","380.5","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2007","2007","7021","Annual value","USD","317.5","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2008","2008","7021","Annual value","USD","234.6","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","156.5","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","220.2","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","271.6","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","247.3","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2013","2013","7021","Annual value","USD","367.8","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2014","2014","7021","Annual value","USD","350.7","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2015","2015","7021","Annual value","USD","270.3","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","267.9","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","399.8","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","351.8","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","515","Apples","2019","2019","7021","Annual value","USD","342.6","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","1991","1991","7021","Annual value","USD","831.7","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","1992","1992","7021","Annual value","USD","614.6","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","1993","1993","7021","Annual value","USD","406.2","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","1994","1994","7021","Annual value","USD","458.4","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","1995","1995","7021","Annual value","USD","660.6","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","1996","1996","7021","Annual value","USD","643.2","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","1997","1997","7021","Annual value","USD","643.5","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","1998","1998","7021","Annual value","USD","697.4","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","1999","1999","7021","Annual value","USD","619.4","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2000","2000","7021","Annual value","USD","435.5","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2001","2001","7021","Annual value","USD","469.8","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2002","2002","7021","Annual value","USD","545.9","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2003","2003","7021","Annual value","USD","769.6","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2004","2004","7021","Annual value","USD","868","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2005","2005","7021","Annual value","USD","598.6","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2006","2006","7021","Annual value","USD","734.8","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2007","2007","7021","Annual value","USD","872.6","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2008","2008","7021","Annual value","USD","613","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","519.7","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","523.6","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","635.7","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","656.4","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2013","2013","7021","Annual value","USD","626.7","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2014","2014","7021","Annual value","USD","780.4","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2015","2015","7021","Annual value","USD","511.7","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","464.8","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","461.2","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","538","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","515","Apples","2019","2019","7021","Annual value","USD","488.2","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","1991","1991","7021","Annual value","USD","11.3","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","1992","1992","7021","Annual value","USD","17.4","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","1993","1993","7021","Annual value","USD","30.6","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","1994","1994","7021","Annual value","USD","70.4","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","1995","1995","7021","Annual value","USD","46.8","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","1996","1996","7021","Annual value","USD","39.1","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","1997","1997","7021","Annual value","USD","52.6","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","1998","1998","7021","Annual value","USD","62.8","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","1999","1999","7021","Annual value","USD","66","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2000","2000","7021","Annual value","USD","160","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2001","2001","7021","Annual value","USD","303","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2002","2002","7021","Annual value","USD","420","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2003","2003","7021","Annual value","USD","396","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2004","2004","7021","Annual value","USD","354","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2005","2005","7021","Annual value","USD","545","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2006","2006","7021","Annual value","USD","350","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2007","2007","7021","Annual value","USD","564.4","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2008","2008","7021","Annual value","USD","547.7","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","669","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","515.6","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","434.6","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","518","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2013","2013","7021","Annual value","USD","564.2","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2014","2014","7021","Annual value","USD","618.3","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2015","2015","7021","Annual value","USD","662.5","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","1052","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","1051.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2006","2006","7021","Annual value","USD","304.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2007","2007","7021","Annual value","USD","451.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2008","2008","7021","Annual value","USD","470.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","467.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","479.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","521.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","511.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2013","2013","7021","Annual value","USD","457.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2014","2014","7021","Annual value","USD","444.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2015","2015","7021","Annual value","USD","409.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","331.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","187.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","191.6","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","1992","1992","7021","Annual value","USD","204.8","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","1993","1993","7021","Annual value","USD","184.4","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","1994","1994","7021","Annual value","USD","49.6","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","1995","1995","7021","Annual value","USD","228.4","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","1996","1996","7021","Annual value","USD","406.4","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","1997","1997","7021","Annual value","USD","240.1","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","1998","1998","7021","Annual value","USD","389.2","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","1999","1999","7021","Annual value","USD","192.1","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2000","2000","7021","Annual value","USD","115.6","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2001","2001","7021","Annual value","USD","118.3","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2002","2002","7021","Annual value","USD","167.4","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2003","2003","7021","Annual value","USD","248.9","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2004","2004","7021","Annual value","USD","345.9","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2005","2005","7021","Annual value","USD","296.6","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2006","2006","7021","Annual value","USD","390","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2007","2007","7021","Annual value","USD","384.3","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2008","2008","7021","Annual value","USD","469","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","425.6","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","502","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","422.9","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","368.3","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2013","2013","7021","Annual value","USD","376.9","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2014","2014","7021","Annual value","USD","447.4","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2015","2015","7021","Annual value","USD","348.5","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","346.2","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","351","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","394.2","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","515","Apples","2019","2019","7021","Annual value","USD","373.9","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","1991","1991","7021","Annual value","USD","1694","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","1992","1992","7021","Annual value","USD","1524.7","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","1993","1993","7021","Annual value","USD","1206.2","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","1994","1994","7021","Annual value","USD","1378.4","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","1995","1995","7021","Annual value","USD","1138.2","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","1996","1996","7021","Annual value","USD","1338.8","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","1997","1997","7021","Annual value","USD","953.5","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","1998","1998","7021","Annual value","USD","1167.7","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","1999","1999","7021","Annual value","USD","1222.1","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2000","2000","7021","Annual value","USD","829","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2001","2001","7021","Annual value","USD","1023.4","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2002","2002","7021","Annual value","USD","944.9","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2003","2003","7021","Annual value","USD","1608.4","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2004","2004","7021","Annual value","USD","1821.5","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2005","2005","7021","Annual value","USD","1085.7","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2006","2006","7021","Annual value","USD","1485.4","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2007","2007","7021","Annual value","USD","2087.3","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2008","2008","7021","Annual value","USD","1876.4","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","1667.1","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","1955","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","2204.6","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","2018.5","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2013","2013","7021","Annual value","USD","2209.2","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2014","2014","7021","Annual value","USD","2125.5","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2015","2015","7021","Annual value","USD","1815.5","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","1622.8","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","1852.7","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","1745.4","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","515","Apples","2019","2019","7021","Annual value","USD","1779.6","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","1991","1991","7021","Annual value","USD","721.2","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","1992","1992","7021","Annual value","USD","285.1","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","1993","1993","7021","Annual value","USD","317.1","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","1994","1994","7021","Annual value","USD","389.9","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","1995","1995","7021","Annual value","USD","427.4","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","1996","1996","7021","Annual value","USD","395","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","1997","1997","7021","Annual value","USD","330.8","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","1998","1998","7021","Annual value","USD","355.8","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","1999","1999","7021","Annual value","USD","287.4","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2000","2000","7021","Annual value","USD","257.3","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2001","2001","7021","Annual value","USD","314.8","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2002","2002","7021","Annual value","USD","310.5","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2003","2003","7021","Annual value","USD","401.6","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2004","2004","7021","Annual value","USD","487.2","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2005","2005","7021","Annual value","USD","425.1","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2006","2006","7021","Annual value","USD","593.3","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2007","2007","7021","Annual value","USD","668.1","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2008","2008","7021","Annual value","USD","707.1","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","574.5","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","640","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","616.2","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","837.3","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2013","2013","7021","Annual value","USD","831.8","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2014","2014","7021","Annual value","USD","691.3","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2015","2015","7021","Annual value","USD","628.8","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","664.2","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","663.2","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","763.5","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","515","Apples","2019","2019","7021","Annual value","USD","667.1","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","1997","1997","7021","Annual value","USD","326.8","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","1998","1998","7021","Annual value","USD","270.5","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","1999","1999","7021","Annual value","USD","426.8","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2000","2000","7021","Annual value","USD","307.7","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2001","2001","7021","Annual value","USD","312.6","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2002","2002","7021","Annual value","USD","284.2","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2003","2003","7021","Annual value","USD","316.9","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2006","2006","7021","Annual value","USD","397.3","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2007","2007","7021","Annual value","USD","214.2","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2008","2008","7021","Annual value","USD","375.2","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","225.4","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","466.8","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","544.9","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","345.6","","Official data"
